Alternate URL,Article Abstract,Author Biography,Banner,Biographical Categories,Body,Byline,Column Name,Column Number,Correction Date,Correction Text,Credit,Dateline,Day Of Week,Descriptors,Feature Page,General Online Descriptors,Guid,Headline,Kicker,Lead Paragraph,Locations,Names,News Desk,Normalized Byline,Online Descriptors,Online Headline,Online Lead Paragraph,Online Locations,Online Organizations,Online People,Online Section,Online Titles,Organizations,Page,People,Publication Date,Publication Day Of Month,Publication Month,Publication Year,Section,Series Name,Slug,Taxonomic Classifiers,Titles,Types Of Material,Url,Word Count,Filename,Sentiment and score,Sentiment,Score
,,,,,"LEAD: *3*** COMPANY REPORTS ** *3*RAGEN CORP ?????? (OTC) Qtr to Sept 30 1986 1985 Sales 6,581,422 6,850,525 Net loss b141,953 c476,469 Yr sales 27,841,389 30,683,858 Net loss b839,737 c689,075 *3*** COMPANY REPORTS ** *3*RAGEN CORP ?????? (OTC) Qtr to Sept 30 1986 1985 Sales 6,581,422 6,850,525 Net loss b141,953 c476,469 Yr sales 27,841,389 30,683,858 Net loss b839,737 c689,075",,,3,,,The New York Times,,Thursday,COMPANY REPORTS,,,20,RAGEN CORP ?????? reports earnings for Qtr to Sept 30,,"LEAD: *3*** COMPANY REPORTS ** *3*RAGEN CORP ?????? (OTC) Qtr to Sept 30 1986 1985 Sales 6,581,422 6,850,525 Net loss b141,953 c476,469 Yr sales 27,841,389 30,683,858 Net loss b839,737 c689,075",,,Financial Desk,,,,,,,,Business,,,44,,19870101T000000,1,1,1987,1,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9D05E0D7173BF932A35752C0A961948260,41,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\01\0000020.xml,"('NEGATIVE', 0.9967930316925049)",NEGATIVE,0.9967930316925049
,,,,,"LEAD: *3*** COMPANY REPORTS ** *3*SOUTHERN CO (NYSE) 12mo Nov 30 1986 1985 Revenue 6,875,939,000 6,731,156,000 Net inc 870,774,000 835,015,000 Share earns 3.14 3.24 Shares outst 277,561,193 257,974,066 *3*** COMPANY REPORTS ** *3*SOUTHERN CO (NYSE) 12mo Nov 30 1986 1985 Revenue 6,875,939,000 6,731,156,000 Net inc 870,774,000 835,015,000 Share earns 3.14 3.24 Shares outst 277,561,193 257,974,066",,,3,,,The New York Times,,Thursday,COMPANY REPORTS,,,21,SOUTHERN CO reports earnings for 12mo Nov 30,,"LEAD: *3*** COMPANY REPORTS ** *3*SOUTHERN CO (NYSE) 12mo Nov 30 1986 1985 Revenue 6,875,939,000 6,731,156,000 Net inc 870,774,000 835,015,000 Share earns 3.14 3.24 Shares outst 277,561,193 257,974,066",,,Financial Desk,,,,,,,,Business,,,44,,19870101T000000,1,1,1987,1,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9D05E0D7143BF932A35752C0A961948260,42,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\01\0000021.xml,"('NEGATIVE', 0.9703824520111084)",NEGATIVE,0.9703824520111084
,,,,,"LEAD: *3*** COMPANY REPORTS ** *3*SOUTHWESTERN PUBLIC SERVFICE (NYSE) Qtr to Nov 30 1986 1985 Revenue 183,757,000 199,028,000 Net inc 20,845,000 25,514,000 Share earns .46 .57 Yr rev 792,985,000 825,229,000 Net inc 116,584,000 113,492,000 Share earns 2.64 2.59 *3*** COMPANY REPORTS ** *3*SOUTHWESTERN PUBLIC SERVFICE (NYSE) Qtr to Nov 30 1986 1985 Revenue 183,757,000 199,028,000 Net inc 20,845,000 25,514,000 Share earns .46 .57 Yr rev 792,985,000 825,229,000 Net inc 116,584,000 113,492,000 Share earns 2.64 2",,,3,,,The New York Times,,Thursday,COMPANY REPORTS,,,22,SOUTHWESTERN PUBLIC SERVFICE reports earnings for Qtr to Nov 30,,"LEAD: *3*** COMPANY REPORTS ** *3*SOUTHWESTERN PUBLIC SERVFICE (NYSE) Qtr to Nov 30 1986 1985 Revenue 183,757,000 199,028,000 Net inc 20,845,000 25,514,000 Share earns .46 .57 Yr rev 792,985,000 825,229,000 Net inc 116,584,000 113,492,000 Share earns 2.64 2.59",,,Financial Desk,,,,,,,,Business,,,44,,19870101T000000,1,1,1987,1,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9D05E0D7153BF932A35752C0A961948260,54,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\01\0000022.xml,"('NEGATIVE', 0.9709458351135254)",NEGATIVE,0.9709458351135254
,,,,,"LEAD: *3*** COMPANY REPORTS ** *3*TECHNICAL COMMUNICATIONS Year to Sept 30 1986 1985 Sales 2,572,000 5,271,000 Net loss 1,190,000 b337,000 Share earns - .29 b-Net income *3*** COMPANY REPORTS ** *3*TECHNICAL COMMUNICATIONS Year to Sept 30 1986 1985 Sales 2,572,000 5,271,000 Net loss 1,190,000 b337,000 Share earns - .29 b-Net income",,,3,,,The New York Times,,Thursday,COMPANY REPORTS,,,23,TECHNICAL COMMUNICATIONS reports earnings for Year to Sept 30,,"LEAD: *3*** COMPANY REPORTS ** *3*TECHNICAL COMMUNICATIONS Year to Sept 30 1986 1985 Sales 2,572,000 5,271,000 Net loss 1,190,000 b337,000 Share earns - .29 b-Net income",,,Financial Desk,,,,,,,,Business,,,44,,19870101T000000,1,1,1987,1,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9D05E0D7123BF932A35752C0A961948260,37,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\01\0000023.xml,"('NEGATIVE', 0.9913837909698486)",NEGATIVE,0.9913837909698486
,,,,,"LEAD: *3*** COMPANY REPORTS ** *3*TRANZONIC COS (AMEX) Qtr to Nov 30 1986 1985 Sales 14,643,600 13,542,700 Net inc 604,073 581,977 Share earns .51 .48 Shares outst 1,186,458 1,221,549 9mo sales 43,387,300 41,016,900 Net inc 1,746,106 1,711,065 Share earns 1.46 1.40 Shares outst 1,195,422 1,223,029 *3*** COMPANY REPORTS ** *3*TRANZONIC COS (AMEX) Qtr to Nov 30 1986 1985 Sales 14,643,600 13,542,700 Net inc 604,073 581,977 Share earns .51 .48 Shares outst 1,186,458 1,221,549 9mo sales 43,387,300 41,016,900 Net",,,3,,,The New York Times,,Thursday,COMPANY REPORTS,,,24,TRANZONIC COS reports earnings for Qtr to Nov 30,,"LEAD: *3*** COMPANY REPORTS ** *3*TRANZONIC COS (AMEX) Qtr to Nov 30 1986 1985 Sales 14,643,600 13,542,700 Net inc 604,073 581,977 Share earns .51 .48 Shares outst 1,186,458 1,221,549 9mo sales 43,387,300 41,016,900 Net inc 1,746,106 1,711,065 Share earns 1.46 1.40 Shares outst 1,195,422 1,223,029",,,Financial Desk,,,,,,,,Business,,,44,,19870101T000000,1,1,1987,1,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9D05E0D7133BF932A35752C0A961948260,62,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\01\0000024.xml,"('NEGATIVE', 0.9809552431106567)",NEGATIVE,0.9809552431106567
,,,,,"LEAD: *3*** COMPANY REPORTS ** *3*UNITED FOODS (AMEX) Qtr to Nov 30 1986 1985 Revenue 29,910,000 43,251,000 Net loss 31,000 213,000 9mo rev 83,395,000 117,830,000 Net inc 484,000 b209,000 Share earns .04 - b-Net loss *3*** COMPANY REPORTS ** *3*UNITED FOODS (AMEX) Qtr to Nov 30 1986 1985 Revenue 29,910,000 43,251,000 Net loss 31,000 213,000 9mo rev 83,395,000 117,830,000 Net inc 484,000 b209,000 Share earns .04 - b-Net loss",,,3,,,The New York Times,,Thursday,COMPANY REPORTS,,,25,UNITED FOODS reports earnings for Qtr to Nov 30,,"LEAD: *3*** COMPANY REPORTS ** *3*UNITED FOODS (AMEX) Qtr to Nov 30 1986 1985 Revenue 29,910,000 43,251,000 Net loss 31,000 213,000 9mo rev 83,395,000 117,830,000 Net inc 484,000 b209,000 Share earns .04 - b-Net loss",,,Financial Desk,,,,,,,,Business,,,44,,19870101T000000,1,1,1987,1,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9D05E0D7103BF932A35752C0A961948260,47,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\01\0000025.xml,"('NEGATIVE', 0.9964089393615723)",NEGATIVE,0.9964089393615723
,,,,,"LEAD: *3*** COMPANY REPORTS ** *3*UNITED SAVINGS ASSN Qtr to Sept 30 1986 1985 Net inc b125,580 14,421 Share earns .16 .04 Yr rev 6,640,808 2,515,358 Net inc 315,046 c145,978 Share earns .45 - b-Includes a gain of $42,978 from a tax credit. *3*** COMPANY REPORTS ** *3*UNITED SAVINGS ASSN Qtr to Sept 30 1986 1985 Net inc b125,580 14,421 Share earns .16 .04 Yr rev 6,640,808 2,515,358 Net inc 315,046 c145,978 Share earns .45 - b-Includes a gain of $42,978 from a tax credit. c-Net loss The prior year results in",,,3,,,The New York Times,,Thursday,COMPANY REPORTS,,,26,UNITED SAVINGS ASSN reports earnings for Qtr to Sept 30,,"LEAD: *3*** COMPANY REPORTS ** *3*UNITED SAVINGS ASSN Qtr to Sept 30 1986 1985 Net inc b125,580 14,421 Share earns .16 .04 Yr rev 6,640,808 2,515,358 Net inc 315,046 c145,978 Share earns .45 - b-Includes a gain of $42,978 from a tax credit.",,,Financial Desk,,,,,,,,Business,,,44,,19870101T000000,1,1,1987,1,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9D05E0D7113BF932A35752C0A961948260,74,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\01\0000026.xml,"('NEGATIVE', 0.9966913461685181)",NEGATIVE,0.9966913461685181
,,,,,"LEAD: *3*** COMPANY REPORTS ** *3*VISIONTECH INC (OTC) Year to Oct 24 1986 1985 Sales 1,273,000 2,571,000 Net loss 1,618,000 6,711,000 Shares outst 10,923,705 10,855,428 *3*** COMPANY REPORTS ** *3*VISIONTECH INC (OTC) Year to Oct 24 1986 1985 Sales 1,273,000 2,571,000 Net loss 1,618,000 6,711,000 Shares outst 10,923,705 10,855,428",,,3,,,The New York Times,,Thursday,COMPANY REPORTS,,,27,VISIONTECH INC reports earnings for Year to Oct 24,,"LEAD: *3*** COMPANY REPORTS ** *3*VISIONTECH INC (OTC) Year to Oct 24 1986 1985 Sales 1,273,000 2,571,000 Net loss 1,618,000 6,711,000 Shares outst 10,923,705 10,855,428",,,Financial Desk,,,,,,,,Business,,,44,,19870101T000000,1,1,1987,1,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9D05E0D71E3BF932A35752C0A961948260,36,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\01\0000027.xml,"('NEGATIVE', 0.989403247833252)",NEGATIVE,0.989403247833252
,,,,,"LEAD: *3*** COMPANY REPORTS ** *3*VISUAL TECHNOLOGY (OTC) Qtr to Sept 30 1986 1985 Sales 6,059,000 4,432,000 Net loss b5,402,000 17,334,000 Yr sales 21,581,000 24,626,000 Net loss b3,664,000 33,288,000 b-After extraordinary gains of $249,000 for the quarter and $9,847,000 for the year. *3*** COMPANY REPORTS ** *3*VISUAL TECHNOLOGY (OTC) Qtr to Sept 30 1986 1985 Sales 6,059,000 4,432,000 Net loss b5,402,000 17,334,000 Yr sales 21,581,000 24,626,000 Net loss b3,664,000 33,288,000 b-After extraordinary gains o",,,3,,,The New York Times,,Thursday,COMPANY REPORTS,,,28,VISUAL TECHNOLOGY reports earnings for Qtr to Sept 30,,"LEAD: *3*** COMPANY REPORTS ** *3*VISUAL TECHNOLOGY (OTC) Qtr to Sept 30 1986 1985 Sales 6,059,000 4,432,000 Net loss b5,402,000 17,334,000 Yr sales 21,581,000 24,626,000 Net loss b3,664,000 33,288,000 b-After extraordinary gains of $249,000 for the quarter and $9,847,000 for the year.",,,Financial Desk,,,,,,,,Business,,,44,,19870101T000000,1,1,1987,1,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9D05E0D71F3BF932A35752C0A961948260,58,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\01\0000028.xml,"('NEGATIVE', 0.9670975208282471)",NEGATIVE,0.9670975208282471
,,,,,"LEAD: *3*** COMPANY REPORTS ** *3*WILTON ENTERPRISES (OTC) Qtr to Oct 31 1986 1985 Sales 13,389,000 16,657,000 Net inc b2,006,000 1,431,000 Share earns .54 .39 b-After a tax credit of $891,000. *3*** COMPANY REPORTS ** *3*WILTON ENTERPRISES (OTC) Qtr to Oct 31 1986 1985 Sales 13,389,000 16,657,000 Net inc b2,006,000 1,431,000 Share earns .54 .39 b-After a tax credit of $891,000.",,,3,,,The New York Times,,Thursday,COMPANY REPORTS,,,29,WILTON ENTERPRISES reports earnings for Qtr to Oct 31,,"LEAD: *3*** COMPANY REPORTS ** *3*WILTON ENTERPRISES (OTC) Qtr to Oct 31 1986 1985 Sales 13,389,000 16,657,000 Net inc b2,006,000 1,431,000 Share earns .54 .39 b-After a tax credit of $891,000.",,,Financial Desk,,,,,,,,Business,,,44,,19870101T000000,1,1,1987,1,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9D05E0D7163AF932A35752C0A961948260,41,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\01\0000029.xml,"('NEGATIVE', 0.9894136786460876)",NEGATIVE,0.9894136786460876
,,,,,"LEAD: *3*** COMPANY REPORTS ** *3*WINGS WEST AIRLINES Qtr to Oct 31 1986 1985 Revenue 7,990,000 5,911,000 Net inc 2,000 b109,000 Share earns - .03 6mo rev 14,615,000 13,282,000 Net loss 997,000 c1,172,000 Share earns - .36 b-After a tax credit of $50,000. *3*** COMPANY REPORTS ** *3*WINGS WEST AIRLINES Qtr to Oct 31 1986 1985 Revenue 7,990,000 5,911,000 Net inc 2,000 b109,000 Share earns - .03 6mo rev 14,615,000 13,282,000 Net loss 997,000 c1,172,000 Share earns - .36 b-After a tax credit of $50,000. c-Net ",,,3,,,The New York Times,,Thursday,COMPANY REPORTS,,,30,WINGS WEST AIRLINES reports earnings for Qtr to Oct 31,,"LEAD: *3*** COMPANY REPORTS ** *3*WINGS WEST AIRLINES Qtr to Oct 31 1986 1985 Revenue 7,990,000 5,911,000 Net inc 2,000 b109,000 Share earns - .03 6mo rev 14,615,000 13,282,000 Net loss 997,000 c1,172,000 Share earns - .36 b-After a tax credit of $50,000.",,,Financial Desk,,,,,,,,Business,,,44,,19870101T000000,1,1,1987,1,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9D05E0D7173AF932A35752C0A961948260,64,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\01\0000030.xml,"('NEGATIVE', 0.990257203578949)",NEGATIVE,0.990257203578949
,,,,,"LEAD: *3*** COMPANY REPORTS ** *3*WOLF (HOWARD B) (A) Qtr to Nov 30 1986 1985 Sales 1,964,409 2,020,628 Net inc 9,934 11,776 Share earns .01 .01 6mo sales 4,205,225 4,043,405 Net inc 27,487 24,134 Share earns .03 .02 *3*** COMPANY REPORTS ** *3*WOLF (HOWARD B) (A) Qtr to Nov 30 1986 1985 Sales 1,964,409 2,020,628 Net inc 9,934 11,776 Share earns .01 .01 6mo sales 4,205,225 4,043,405 Net inc 27,487 24,134 Share earns .03 .02",,,3,,,The New York Times,,Thursday,COMPANY REPORTS,,,31,WOLF (HOWARD B) (A) reports earnings for Qtr to Nov 30,,"LEAD: *3*** COMPANY REPORTS ** *3*WOLF (HOWARD B) (A) Qtr to Nov 30 1986 1985 Sales 1,964,409 2,020,628 Net inc 9,934 11,776 Share earns .01 .01 6mo sales 4,205,225 4,043,405 Net inc 27,487 24,134 Share earns .03 .02",,,Financial Desk,,,,,,,,Business,,,44,,19870101T000000,1,1,1987,1,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9D05E0D7143AF932A35752C0A961948260,47,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\01\0000031.xml,"('NEGATIVE', 0.9398788809776306)",NEGATIVE,0.9398788809776306
,,,,,"LEAD: *3*** COMPANY REPORTS ** *3*WTC INTERNATIONAL (AMEX) Qtr to Nov 30 1986 1985 Revenue 55,812,000 47,258,000 Net inc 1,349,000 164,000 Share earns .16 .02 9mo rev 148,839,000 132,311,000 Net inc 901,000 1,282,000 Share earns .11 .15 *3*** COMPANY REPORTS ** *3*WTC INTERNATIONAL (AMEX) Qtr to Nov 30 1986 1985 Revenue 55,812,000 47,258,000 Net inc 1,349,000 164,000 Share earns .16 .02 9mo rev 148,839,000 132,311,000 Net inc 901,000 1,282,000 Share earns .11 .15",,,3,,,The New York Times,,Thursday,COMPANY REPORTS,,,32,WTC INTERNATIONAL reports earnings for Qtr to Nov 30,,"LEAD: *3*** COMPANY REPORTS ** *3*WTC INTERNATIONAL (AMEX) Qtr to Nov 30 1986 1985 Revenue 55,812,000 47,258,000 Net inc 1,349,000 164,000 Share earns .16 .02 9mo rev 148,839,000 132,311,000 Net inc 901,000 1,282,000 Share earns .11 .15",,,Financial Desk,,,,,,,,Business,,,44,,19870101T000000,1,1,1987,1,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9D05E0D7153AF932A35752C0A961948260,50,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\01\0000032.xml,"('NEGATIVE', 0.9615731835365295)",NEGATIVE,0.9615731835365295
,,,,,"LEAD: *3*** COMPANY REPORTS ** *3*ZIYAD INC (OTC) Qtr to Nov 30 1986 1985 Sales 5,055,000 8,080,000 Net loss 2,889,000 b298,000 Share earns - .05 9mo sales 15,046,000 20,344,000 Net loss 4,233,000 b130,000 Share earns - .02 b-Net income *3*** COMPANY REPORTS ** *3*ZIYAD INC (OTC) Qtr to Nov 30 1986 1985 Sales 5,055,000 8,080,000 Net loss 2,889,000 b298,000 Share earns - .05 9mo sales 15,046,000 20,344,000 Net loss 4,233,000 b130,000 Share earns - .02 b-Net income",,,3,,,The New York Times,,Thursday,COMPANY REPORTS,,,33,ZIYAD INC reports earnings for Qtr to Nov 30,,"LEAD: *3*** COMPANY REPORTS ** *3*ZIYAD INC (OTC) Qtr to Nov 30 1986 1985 Sales 5,055,000 8,080,000 Net loss 2,889,000 b298,000 Share earns - .05 9mo sales 15,046,000 20,344,000 Net loss 4,233,000 b130,000 Share earns - .02 b-Net income",,,Financial Desk,,,,,,,,Business,,,44,,19870101T000000,1,1,1987,1,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9D05E0D7123AF932A35752C0A961948260,51,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\01\0000033.xml,"('NEGATIVE', 0.9910204410552979)",NEGATIVE,0.9910204410552979
,,,,,"LEAD: *3*** COMPANY REPORTS ** *3*Z & Z FASHIONS LTD (OTC) Qtr to Sept 30 1986 1985 Sales 2,244,241 2,028,272 Net loss 53,969 157,733 Yr sales 9,976,205 10,122,218 Net inc 35,903 b116,769 Share earns .04 - b-Net loss *3*** COMPANY REPORTS ** *3*Z & Z FASHIONS LTD (OTC) Qtr to Sept 30 1986 1985 Sales 2,244,241 2,028,272 Net loss 53,969 157,733 Yr sales 9,976,205 10,122,218 Net inc 35,903 b116,769 Share earns .04 - b-Net loss",,,3,,,The New York Times,,Thursday,COMPANY REPORTS,,,34,Z & Z FASHIONS LTD reports earnings for Qtr to Sept 30,,"LEAD: *3*** COMPANY REPORTS ** *3*Z & Z FASHIONS LTD (OTC) Qtr to Sept 30 1986 1985 Sales 2,244,241 2,028,272 Net loss 53,969 157,733 Yr sales 9,976,205 10,122,218 Net inc 35,903 b116,769 Share earns .04 - b-Net loss",,,Financial Desk,,,,,,,,Business,,,44,,19870101T000000,1,1,1987,1,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9D05E0D7133AF932A35752C0A961948260,47,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\01\0000034.xml,"('NEGATIVE', 0.9960429668426514)",NEGATIVE,0.9960429668426514
,,,,,"LEAD: *3*** COMPANY REPORTS ** *3*ZZZZ BEST CO (OTC) Qtr to Oct 31 1986 1985 Revenue 12,407,000 847,000 Net inc 1,017,000 173,000 Share earns .13 .02 Shares outst 8,107,500 7,800,000 6mo rev 17,905,000 1,485,000 Net inc 1,913,000 304,000 Share earns .24 .04 Shares outst 8,100,833 7,800,000 *3*** COMPANY REPORTS ** *3*ZZZZ BEST CO (OTC) Qtr to Oct 31 1986 1985 Revenue 12,407,000 847,000 Net inc 1,017,000 173,000 Share earns .13 .02 Shares outst 8,107,500 7,800,000 6mo rev 17,905,000 1,485,000 Net inc 1,913,0",,,3,,,The New York Times,,Thursday,COMPANY REPORTS,,,35,ZZZZ BEST CO reports earnings for Qtr to Oct 31,,"LEAD: *3*** COMPANY REPORTS ** *3*ZZZZ BEST CO (OTC) Qtr to Oct 31 1986 1985 Revenue 12,407,000 847,000 Net inc 1,017,000 173,000 Share earns .13 .02 Shares outst 8,107,500 7,800,000 6mo rev 17,905,000 1,485,000 Net inc 1,913,000 304,000 Share earns .24 .04 Shares outst 8,100,833 7,800,000",,,Financial Desk,,,,,,,,Business,,,44,,19870101T000000,1,1,1987,1,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9D05E0D7103AF932A35752C0A961948260,78,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\01\0000035.xml,"('NEGATIVE', 0.9806163907051086)",NEGATIVE,0.9806163907051086
,,,,,"LEAD: JUDITH STILES' new shop offers 50 different tile designs by the owner, a former adjunct professor of ceramics at Pratt Institute, designs of 20 other American ceramicists - and a host of services. ''We will custom-color and design tiles in solid colors or floral or geometric patterns,'' said Ms. Stiles, right, about the Manhattan store that bears her name. JUDITH STILES' new shop offers 50 different tile designs by the owner, a former adjunct professor of ceramics at Pratt Institute, designs of 20 oth",Elaine Louie,,4,,,The New York Times,,Thursday,,,,36,A Host of Tiles for All Inclinations,HOME BEAT,"LEAD: JUDITH STILES' new shop offers 50 different tile designs by the owner, a former adjunct professor of ceramics at Pratt Institute, designs of 20 other American ceramicists - and a host of services. ''We will custom-color and design tiles in solid colors or floral or geometric patterns,'' said Ms. Stiles, right, about the Manhattan store that bears her name.",,,Home Desk,,,,,,,,Home and Garden; Style,,,35,,19870101T000000,1,1,1987,1,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE4D7103DF932A35752C0A961948260,272,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\01\0000036.xml,"('POSITIVE', 0.9979658126831055)",POSITIVE,0.9979658126831055
,,,,,"LEAD: A WALK in the snow or mud can make for wet and dirty shoes and boots. However, some devices can keep boots clean and dry them more efficiently than resting them on a radiator. The Boot 'n Shoe from Sporty's Tool Shop removes mud, snow or ice from dirty shoes and boots. The Boot 'n Shoe brush, a combination brush - with stiff, plastic bristles - and a steel scraper, costs $33.75. A WALK in the snow or mud can make for wet and dirty shoes and boots. However, some devices can keep boots clean and dry the",DARYLN BREWER,,5,,,The New York Times,,Thursday,,,,37,Keeping Boots Dry In Winter,HELPFUL HARDWARE,"LEAD: A WALK in the snow or mud can make for wet and dirty shoes and boots. However, some devices can keep boots clean and dry them more efficiently than resting them on a radiator. The Boot 'n Shoe from Sporty's Tool Shop removes mud, snow or ice from dirty shoes and boots. The Boot 'n Shoe brush, a combination brush - with stiff, plastic bristles - and a steel scraper, costs $33.75.",,,Home Desk,,,,,,,,Home and Garden; Style,,,34,,19870101T000000,1,1,1987,1,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE5DD1E3DF932A35752C0A961948260,230,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\01\0000037.xml,"('NEGATIVE', 0.9960107207298279)",NEGATIVE,0.9960107207298279
,,,,,LEAD: A WAY to lower noise levels in the home is to install acoustical materials such as ceiling tiles and wall panels. These materials absorb sound created within a room to lower the noise level in that room and in adjacent rooms. But they help only slightly to keep out noise from an adjoining room or apartment. A WAY to lower noise levels in the home is to install acoustical materials such as ceiling tiles and wall panels. These materials absorb sound created within a room to lower the noise level in that,Bernard Gladstone,,1,,,The New York Times,,Thursday,HOME REPAIRS|NOISE|SURVEYS AND SERIES,,,38,HOME IMPROVEMENT,,LEAD: A WAY to lower noise levels in the home is to install acoustical materials such as ceiling tiles and wall panels. These materials absorb sound created within a room to lower the noise level in that room and in adjacent rooms. But they help only slightly to keep out noise from an adjoining room or apartment.,,,Home Desk,"GLADSTONE, BERNARD",,,,,,,Home and Garden; Style,,,38,BERNARD GLADSTONE,19870101T000000,1,1,1987,1,This is the second of two Home Improvement columns on sound reduction.,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE2DA1E3DF932A35752C0A961948260,1045,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\01\0000038.xml,"('NEGATIVE', 0.9815634489059448)",NEGATIVE,0.9815634489059448
,,,,,LEAD: Previous Year In percent Yesterday Day Ago PRIME RATE 7.50 7.50 9.50 DISCOUNT RATE 5.50 5.50 7.50 FEDERAL FUNDS 17.50 16.17 n.a. 3-MO. TREAS. BILLS 5.65 5.69 n.a. 6-MO. TREAS. BILLS 5.64 5.68 n.a. 7-YR. TREAS. NOTES 7.08 7.10 n.a. 30-YR. Previous Year In percent Yesterday Day Ago PRIME RATE 7.50 7.50 9.50 DISCOUNT RATE 5.50 5.50 7.50 FEDERAL FUNDS 17.50 16.17 n.a. 3-MO. TREAS. BILLS 5.65 5.69 n.a. 6-MO. TREAS. BILLS 5.64 5.68 n.a. 7-YR. TREAS. NOTES 7.08 7.10 n.a. 30-YR. TREAS. BONDS 7.49 7.45 n.a. TE,,,6,,,The New York Times,,Thursday,KEY RATES (NYT COLUMN),,,39,KEY RATES,,LEAD: Previous Year In percent Yesterday Day Ago PRIME RATE 7.50 7.50 9.50 DISCOUNT RATE 5.50 5.50 7.50 FEDERAL FUNDS 17.50 16.17 n.a. 3-MO. TREAS. BILLS 5.65 5.69 n.a. 6-MO. TREAS. BILLS 5.64 5.68 n.a. 7-YR. TREAS. NOTES 7.08 7.10 n.a. 30-YR.,,,Financial Desk,,,,,,,,Business,,,50,,19870101T000000,1,1,1987,1,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DEFD91E3DF932A35752C0A961948260,85,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\01\0000039.xml,"('NEGATIVE', 0.9899365305900574)",NEGATIVE,0.9899365305900574
